X_10		-0.04		152
X_10		0.075		153
X_10		0.0175		153
X_10		0.0175		153
X_10		-0.04		152
X_10		0.0175		153
X_10		-0.04		152
X_10		0.0175		153
X_10		-0.04		152
X_10		-0.04		152
X_10		-0.04		152
X_10		0.0175		153
X_10		-0.0975		152
X_10		0.0175		153
X_10		0.075		153
X_10		-0.0975		152
X_10		0.0175		153
X_10		0.075		153
X_10		0.075		153
X_10		-0.04		152
X_10		0.0175		153
X_10		0.0175		153
X_10		0.1325		153
X_10		-0.04		152
X_10		0.075		153
X_10		0.075		153
X_10		-0.04		152
X_10		-0.04		152
X_10		-0.0975		152
X_10		-0.04		152
Z_9		26.22		114
X_10		-0.0975		152
X_10		-0.155		152
X_10		-0.04		152
X_10		-0.04		152
X_10		0.075		153
X_10		0.075		153
X_10		0.0175		153
X_10		-0.0975		152
X_10		-0.0975		152
X_10		-0.0975		152
X_10		-0.04		152
X_10		0.075		153
X_10		-0.04		152
X_10		0.0175		153
X_10		0.0175		153
X_10		0.075		153
X_10		0.075		153
X_10		-0.04		152
X_10		0.075		153
X_10		-0.04		152
X_10		0.075		153
X_10		0.0175		153
X_10		0.075		153
X_10		-0.0975		152
X_10		-0.04		152
X_10		-0.04		152
X_10		0.0175		153
X_10		-0.04		152
X_10		0.075		153
X_10		-0.04		152
X_10		0.0175		153
X_10		0.075		153
X_10		0.0175		153
X_10		-0.0975		152
X_10		0.075		153
X_10		-0.04		152
X_10		-0.0975		152
X_10		-0.04		152
X_10		0.0175		153
X_10		0.075		153
X_8		-18.4975		72
X_10		0.075		153
X_10		0.075		153
X_10		0.0175		153
X_10		0.0175		153
X_10		0.0175		153
X_10		-0.0975		152
X_10		-0.04		152
X_10		0.0175		153
X_10		-0.04		152
X_10		0.0175		153
X_10		-0.04		152
X_10		0.075		153
X_10		-0.0975		152
X_10		0.075		153
X_10		-0.04		152
X_10		-0.04		152
Z_6		43.7		190
X_10		-0.0975		152
X_10		0.075		153
X_10		0.075		153
X_10		0.19		153
X_10		-0.0975		152
X_10		0.075		153
X_10		-0.04		152
X_10		0.075		153
X_10		0.2475		154
X_10		0.075		153
X_10		-0.0975		152
X_10		-0.04		152
X_10		0.0175		153
X_10		0.0175		153
X_10		0.075		153
X_10		-0.04		152
X_10		-0.0975		152
X_10		-0.0975		152
X_10		-0.04		152
X_10		-0.04		152
X_10		0.0175		153
X_10		0.0175		153
X_10		-0.0975		152
X_10		-0.0975		152
X_10		0.1325		153
X_10		0.1325		153
X_10		0.0175		153
X_10		0.0175		153
X_10		-0.04		152
Z_9		16.1575		71
X_10		0.075		153
X_10		0.075		153
X_10		-0.04		152
X_10		0.0175		153
X_10		-0.04		152
X_10		-0.04		152
X_10		-0.04		152
X_10		-0.0975		152
X_10		-0.04		152
X_10		-0.04		152
X_10		0.0175		153
X_10		0.075		153
X_10		0.0175		153
X_10		0.0175		153
X_10		-0.04		152
X_10		-0.04		152
X_10		0.0175		153
X_10		0.0175		153
X_10		0.19		153
X_10		0.0175		153
X_10		0.0175		153
X_10		0.1325		153
X_10		-0.04		152
X_10		-0.04		152
X_10		-0.04		152
X_10		0.0175		153
X_10		-0.0975		152
X_10		-0.0975		152
X_10		-0.0975		152
X_10		0.075		153
X_10		0.0175		153
X_10		0.0175		153
X_10		0.075		153
X_10		0.075		153
X_10		0.075		153
X_10		-0.0975		152
X_10		-0.0975		152
X_10		0.0175		153
X_10		-0.04		152
X_10		-0.04		152
X_10		-0.04		152
X_10		-0.04		152
X_10		0.075		153
X_10		0.0175		153
X_10		-0.04		152
X_10		0.075		153
X_10		-0.0975		152
X_10		0.0175		153
X_10		0.0175		153
X_10		-0.0975		152
X_10		-0.0975		152
X_10		0.075		153
X_10		-0.04		152
X_10		0.0175		153
X_10		-0.04		152
Z_4		63.25		275
X_10		0.075		153
X_10		0.0175		153
X_10		-0.04		152
X_10		-0.0975		152
X_10		-0.04		152
X_10		-0.04		152
X_10		-0.04		152
X_10		0.0175		153
X_10		-0.04		152
X_10		-0.0975		152
X_10		-0.04		152
X_10		0.075		153
X_10		-0.0975		152
X_10		0.1325		153
X_10		-30.745		19
X_10		0.0175		153
X_10		-0.04		152
X_10		0.0175		153
X_10		-0.04		152
X_10		-0.04		152
X_10		-0.04		152
X_10		-0.0975		152
X_10		0.075		153
X_10		0.075		153
X_10		0.0175		153
X_10		0.0175		153
X_10		0.0175		153
X_10		0.075		153
X_10		-0.0975		152
X_10		0.1325		153
X_10		0.075		153
X_10		0.075		153
X_10		0.075		153
X_10		0.2475		154
X_10		0.075		153
X_10		0.075		153
X_10		-0.0975		152
X_10		-0.0975		152
X_10		-0.0975		152
X_10		-0.04		152
X_10		-0.04		152
X_10		0.0175		153
X_10		-0.04		152
X_10		0.0175		153
X_10		0.075		153
X_10		-0.04		152
X_10		-0.0975		152
X_10		-0.04		152
X_10		0.075		153
X_10		0.0175		153
X_10		0.1325		153
X_10		0.075		153
X_10		0.0175		153
X_10		0.0175		153
X_10		0.075		153
X_10		0.075		153
X_10		0.075		153
X_10		0.0175		153
X_10		0.0175		153
X_10		-0.04		152
X_10		-0.04		152
X_10		0.075		153
